"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"543","3","211","1303","3","15277","364","211","10","3",
"544","1","116","2365","2","58143","308","115","6","5",
"544","2","120","1967","2","48112","356","119","10","2.5",
"545","1","104","3721","3","37666","702","103","5","25",
"545","2","104","3721","3","37666","702","103","5","25",
"545","3","104","3721","3","37666","702","103","5","25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"551","1","57","1022","3","13736","239","57","6","15",
"551","2","57","1022","3","13736","239","57","6","15",
"551","3","57","1022","3","13736","239","57","6","15",
"551","4","57","1022","3","13736","239","57","6","15",
"551","5","57","1022","3","13736","239","57","6","15",
"551","6","57","1022","3","13736","239","57","6","15",
"552","1","301","1480","2","54790","444","70","9","30",
"552","2","70","1027","2","4870","267","69","7","10",
"552","3","68","1218","2","4974","262","67","5","10",
"553","1","213","1359","3","15376","365","213","6","3",
"553","2","212","5624","4","58606","452","211","7","3",
"553","3","213","1359","3","15376","365","213","6","3",
"554","1","118","2434","2","58160","330","117","10","5",
"554","2","120","1970","2","48200","366","119","10","2.5",
"555","1","106","3799","3","37708","711","105","6","25",
"555","2","106","3799","3","37708","711","105","6","25",
"555","3","106","3799","3","37708","711","105","6","25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"561","1","59","1040","3","13726","321","59","9","15",
"561","2","59","1040","3","13726","321","59","9","15",
"561","3","59","1040","3","13726","321","59","9","15",
"561","4","59","1040","3","13726","321","59","9","15",
"561","5","59","1040","3","13726","321","59","9","15",
"561","6","59","1040","3","13726","321","59","9","15",
"562","1","72","1024","2","4877","336","71","7","10",
"562","2","302","1510","2","54880","514","72","7","30",
"562","3","72","1024","2","4877","336","71","7","10",
"563","1","215","1367","3","15380","355","215","9","3",
"563","2","214","5690","4","58649","525","213","9","3",
"563","3","215","1367","3","15380","355","215","9","3",
"564","1","120","2440","2","58153","354","119","7","3",
"564","2","120","2440","2","58153","354","119","7","3",
"565","1","108","3813","3","37788","787","107","6","25",
"565","2","108","3813","3","37788","787","107","6","25",
"565","3","108","3813","3","37788","787","107","6","25",

"questId","enemyId","unitId","atk","next","hp","defence","dropId","dropLv","dropRate",
"571","1","55","1040","3","13726","300","55","8","15",
"571","2","55","1040","3","13726","300","55","8","15",
"571","3","57","1040","2","13726","300","57","10","15",
"571","4","57","1040","2","13726","300","57","10","15",
"571","5","59","1040","2","13726","300","59","10","15",
"571","6","59","1040","2","13726","300","59","10","15",
"572","1","298","1602","1","54926","900","64","5","30",
"572","2","297","1595","4","54900","260","62","6","30",
"572","3","299","1587","3","54880","293","66","6","30",
"573","1","77","1122","3","13780","0","77","5","15",
"573","2","77","1122","3","13780","0","77","5","15",
"573","3","76","1687","2","54979","225","75","7","15",
"573","4","77","1122","3","13780","0","77","5","15",
"573","5","77","1122","3","13780","0","77","5","15",
"574","1","91","1138","2","13785","150","91","8","15",
"574","2","91","1138","2","13785","150","91","8","15",
"574","3","94","1687","2","54979","1920","93","8","15",
"574","4","91","1138","2","13785","150","91","8","15",
"574","5","91","1138","2","13785","150","91","8","15",
"575","1","117","2500","2","55067","350","117","7","5",
"575","2","116","3500","2","104975","500","115","7","5",
"575","3","117","2500","2","55067","350","117","7","5",

